pair_id,X,Y
c3484a9e73fb907c,"Huh. Ethan Zuckerman to McGill is a surprise (to me anyway). 

www.theglobeandmail.com/canada/artic...","Had a recent conversation with a prominent science policy person who wondered whether these scholars will remain in Canada or return to the U.S. if/when U.S. politics renormalize. 

Permanent poaching or extended visiting scholars program?

www.theglobeandmail.com/canada/artic..."
a2c9e9571521ab4f,"Com 20 reais, você ajuda a navinha a comprar novas ferramentas pra ampliar a linha de produtos e concorre a premios:","Ajudem a navinha a comprar novos equipamentos e ampliar a linha de produtos! Ao comprar um número na rifa, você concorre a uma arte personalizada e a cadernos da loja
Detalhe: o peixe @137magdiel.bsky.social cedeu os royalties para incluir os cadernos dele e apoiar essa campanha 😍
Obrigada pexe"
f8932eb5a9caa8c6,"Wild accusations from Donald Trump and his minions; no facts; no case.  True in court cases, voting allegations, etc... Serial liars
open.substack.com/pub/contrari...","A regime that rails against “DEI,” decries “fake news,” and claims devotion to meritocracy has stocked its ranks with overwhelmingly white, incompetent sycophants who routinely fail to back up outlandish allegations with facts. Result: serial failure and humiliation
open.substack.com/pub/contrari..."
a53e79dfff577c65,"She is a paid off flunky for the orange felon. A traitor to Alberta and to Canada. She doesn't deserve this office. Selling out to our enemy is treason. She needs to resign.
Her actions don't lie but she does.
disinfowatch.org/wp-content/u...","Smith is a traitor. She definitely doesn't have any loyalty towards Canada and our other provinces. Is she on our side?
disinfowatch.org/wp-content/u..."
e1a589042894448b,"This schematic summarizes what we're trying to get for these families, around 100 people or more in Gaza. They need tarps for shelter, replacement supplies like clothes (EVERYTHING was destroyed, imagine that!!!!), water tanks for the camp to be able to drink, and bathrooms. chuffed.org/project/erc","EMERGENCY 🚨 On Sunday, my friend was wounded in a bombing...the occupation wiped out a displacement camp of 25 families. They have lost EVERYTHING. This is a rapid relief effort for about a hundred people in Gaza.

Any and all boldness, even a dollar, is HOPE! chuffed.org/project/erc"
721e1de6e3e7b9c5,"""The youngest internet users are reaching a level of social media abstention that approaches that of the oldest age cohorts… This points to a bleak future for social media, but also towards a present where whole vital swathes of the population are definitionally not Extremely Online.""","“The epistemic and financial elite who spend all day online, exposing themselves to a pinhole view of screeching madness, and then using their power to drag that madness offline and into the lives of people who barely use social media.” www.liberalcurrents.com/extremely-on..."
a338b21e6c21ce4e," #hwww2-costory

“อย่าไปเล่นกับพวกตัวสกปรกสิโคโค่”

🔁 : ช่วยหาเพื่อน
🤍 : สนใจโค เดี๋ยวก๊อกๆ ไปนะคะ

ดอค : docs.google.com/document/d/1...

(สลิธีรินชั้นปีเดียวกันเนียนรู้จักได้เลยนะคะ ยังไงก็ฝากอีตาคนนิสัยเสียไว้ด้วยค่ะ 🙇🙇 ลูกนิสัยไม่ดีแต่ผปคไม่กัดค่ะ! สัญญา! 😞🤙)","#HWWW2_Pin

“เหม็นสาบเสียจริง”
“ไปให้พ้น”

Yves de Glace (17)
174 / 57 | เลือดบริสุทธิ์ | สลิธีริน ชั้นปีที่ 7

Info 🕊️—  docs.google.com/document/d/1...
dm, rp 24/7"
5c9c6684eaa1a871,"Three months of Final Fantasy XIV, cut down to 39 minutes of laughter.

Pray, enjoy some Eorzean chuckles, before we begin Endwalker next week, eh? youtu.be/m8fraTW5pDI","So this goes live at 8 AM Pacfiic TIme

youtu.be/m8fraTW5pDI

You should click the bell so you get notified~"
5cc2340d9451f5ae,"A federal judge ruled the FCC's 100-day silence was itself an answer. The answer was no. Tuesday. In the opinion.

www.dworkinsubstack.com/p/trump-came...","Abdul El-Sayed went on Fox News and told Jesse Watters to his face he hadn't asked a single question about Michigan. Monday night.

www.dworkinsubstack.com/p/trump-came..."
279981655ed06ddf,"Eine Superzelle in Frankreich bei Dole. Wir sind live und berichten auch über die Gewitter-Entwicklung bei uns am Abend und am Freitag.
www.youtube.com/watch?v=OSYM... /LD","Live! Gewitterlage bis Freitag - alle Infos - Blick nach Frankreich!

Gleich gehts los - direkt zum Stream bei Youtube:
www.youtube.com/watch?v=OSYM...
/FR"
0a298ab0e0cb17f8,"There is only $25 left of Khalil's target today. Please help him reach it.
spot.fund/drb68q8sc","Khalil needs to raise another $140 to pay the rent on his tent today. He cannot raise enough to cover his rent and food and medical bills.  Please help in whatever way you can.
spot.fund/drb68q8sc"
0e3da3b4d99e4d1e,"Country roads, take me home. Studio Ghibli’s beloved classic WHISPER OF THE HEART comes to IMAX in the UK & Ireland starting 16 September!

Tickets on sale now
brnw.ch/21x5fM5","Yoshifumi Kondo’s timeless story of passion and inspiration, WHISPER OF THE HEART opens in IMAX cinemas in the UK & Ireland from 16 September.

Tickets on sale now
brnw.ch/21x5fM5"
e658351a05104adb,"THIS IS STILL FUCKING NEEDED! IT'S JUST $60 FFS. 3 PEOPLE MATCHING MY $20 FROM EARLIER WOULD CLEAR THIS! HELP THEM!

paypal.me/LuneFae
cash.app/$RainLune93

#MutualAid #LGBTQMA #HelpFolksLive2026 #emergencyMA #disabilityMA #MutualAidSavesLives #DirectAidSavesLives #HelpSky #SkyAid 💕💸🏳️‍⚧️♿🚨‼️","This is at $20/$60 right now! Two matches of $20 or 4 matches of $10 clears this! HELP THEM

paypal.me/LuneFae
cash.app/$RainLune93

#MutualAid #LGBTQMA #HelpFolksLive2026 #emergencyMA #disabilityMA #MutualAidSavesLives #DirectAidSavesLives #HelpSky #SkyAid 💕💸🏳️‍⚧️♿🚨‼️"
074cc97adfff44ad,"40 / 158 ➡️ HOTEL DUE 11AM ET

break the halt for sabi & elderly mom, 
they *cannot* end up on the streets!

people matter.
so does action.
be a lifeline. 💸💕

ko-fi.com/sabilewsounds
paypal.me/SabiLewSounds
Linktree: sabilewsounds
🐇
venmo.com/toadlyturtle
cash.app/toadlyturtle
*Add note* ""Sabi""",""" Today's hotel stands at 40 unmet‼️

Sabina & elderly mom's hotel due 11AM ET‼️ ""

ko-fi.com/sabilewsounds
paypal.me/SabiLewSounds
linktr.ee/sabilewsounds
🐇
venmo.com/toadlyturtle
cash.app/$toadlyturtle
*Add note* ""Sabi""

action matters.
people do too.
be a lifeline. 💸💕"
a59550a9d61d1a37,"Emmanuel Macron, Yaël Braun-Pivet et Gérard Larcher minimisent le scandale Epstein. OFF a enquêté sur les relations embarrassantes du prédateur sexuel américain avec le monde du renseignement. C’est notre nouveau docu : « Epstein, prédateur et espion ». ⤵️","🗣️ ""Il y a en France une sorte de culture du viol""

De Jack Lang à la banquière Ariane de Rothschild, en passant par un ancien conseiller de Nicolas Sarkozy, découvrez les VIP français qui fréquentaient Jeffrey Epstein.

🎬 « EPSTEIN, prédateur et espion »
➡️ off-investigation.fr/jeffrey-epst..."
20f62c2f69d5d853,"“The Charlie Kirk situation caused … institutions to completely have this meltdown of cowardice, fear, temporary insanity. Now, they’re facing the year-long Charlie Kirk hangover.""","""Without the union, you’re naked. You have no protection."" 

How @karenattiah.bsky.social fought the Washington Post—and won"
15910fb0a38b862a,"🔴 ‘Un hecho notorio en Elche: jueces y fiscales existen para cuestionar hasta la última coma lo que dice la Policía’, por Jordi Nieva-Fenoll, catedrático de Derecho Procesal","Tribuna | ""Jueces y fiscales existen para cuestionar hasta la última coma lo que dice la Policía, tanto en la vertiente jurídica como en el relato de lo que ha sucedido"", por Jordi Nieva-Fenoll elpais.com/opinion/20…"
f3c2999a80704a8b,"Lina is struggling to care for her family, including her severely injured husband Mahmoud who's at risk of amputation, her mother-in-law with bone cancer, & her sick daughters. Her husband Mahmoud is in great danger, & urgently needs unaffordable healthcare:",Mahmoud is at the risk of losing his life if he doesn't get treatment soon. His wife Lina is struggling to care for him and their children and family as Israel's genocidal siege continues to starve them & keep healthcare scarce & unaffordable. Please share & give to help:
5d8a1bfafe789be8,"#FREE #FREE #FREE

Like Bottled Fire. Dominic Piper.

""A savvy and exciting reading experience.""

mybook.to/LikeBottledF...

#FREE #DanielBeckett #PrivateInvestigator #MustRead #Rome #ShortStory #Thriller #Prequel #BritishDetectives #CrimeFiction #FreeBooks","#FREE #FREE #FREE

Like Bottled Fire. Dominic Piper.

""A cinematic experience from beginning to end: a quick read that immerses you in the enticing, perilous world of private investigator Daniel Beckett."" - Patricia Furstenberg, author.

mybook.to/LikeBottledF...

#DanielBeckett #Rome #Thriller"
b38fa3b71baf3620,"Si además de firmar enviáis un correo al INAGA (Instituto de Gestión Ambiental de Aragón) la tierra os lo agradecerá. Ya paramos entre todos un festival parecido en público y organización -Festival Sizigia-

inaga@aragon.es

secure.avaaz.org/community_pe...","Por favor, si podéis firmar esto os lo agradecería. Es un festival para recreo de g3nocid4s y encima, en el Pirineo que sigue ardiendo. 

secure.avaaz.org/community_pe..."
775592bb2e42507b,"Please sign this petition calling for Netanyahu's arrest for war crimes
It's already passed the 1 million mark
If you can please watch ""The Voice of Hind Rajab"" and don't forget Kleenex as I guarantee you'll she'd a tear

secure.avaaz.org/campaign/en/...","Arrest the current equivalent No 1 villain
Please sign this petition to arrest Netanyahu for war crimes
Please watch ""The Voice of Hind Rajab"" and understand how evil these ppl are
Bring your Kleenex because you'll shed a tear

secure.avaaz.org/campaign/en/..."
efba72d30145fc8a,IMPORTANT NEW STORY: These Local Jails Were Supposed to Detain Immigrants for Only 72 Hours. One Woman Was Held for a Total of 26 Days. @marioarizabaez.bsky.social @hannahbeckler.bsky.social @libbyseline.bsky.social,"This is wild. In late 2025, federal and state officials kept a Mexican woman in custody for almost a month by repeatedly rebooking her just before her 72-hour time limit ran out. www.propublica.org/article/immi..."
3e0e5d764764668a,"We know the Kremlin doesn’t answer to its people, yet assume it cares for them.
Moscow has spent 5 centuries proving otherwise.
Under tsars, commissars and kleptocrats, it sacrificed russian lives to hold colonial possessions from Kamchatka to Kaliningrad
My latest ⤵️
thehill.com/opinion/inte...","A Pew poll finds 2/3 of Americans lack confidence in Trump’s handling of russia’s war
83% view the aggressor unfavorably
But sanctions, even if they pass the House, accomplish little without a clear purpose, which must be to render 🇷🇺’s grievance-fueled predation impotent
thehill.com/opinion/inte..."
8b4bf261282fe1a3,"One of East Coast’s largest data centers accused of ‘violating federal law’
🗞️ floodlightnews.org/new-jersey-d...","NEW: Thermal drone footage shows the Microsoft-backed DataOne AI data center in Vineland, NJ is running dozens of gas generators.

None of them have permits.

A Floodlight visual investigation with @us.theguardian.com:"
f96eb0ad1cb842f4,"Anda #MorenoBonilla dando la turra con reactivar la unidad de élite de la Guardia Civil cuyo exjefe, precisamente, será juzgado este otoño por su compadreo con los clanes de la droga del Estrecho. 
Y hay más... te lo cuento hoy en @publico.es 
 www.publico.es/opinion/colu...","Con #Andalucía a la cabeza de toda España en asesinatos machistas, #MorenoBonilla no se ha acercado ni de lejos al nivel de turra que da con la unidad de élite contra el narcotráfico. Es evidente el por qué... Ya lo era antes de someterse a Vox. www.publico.es/opinion/colu..."
2742ad35ddf29400,"The Cloth Trows Kickstarter is live!

I hope you like them. I'm really happy with how they've turned out and really want to get them out into the world!

Please do take a wee look. All pledges, shares, likes and comments much appreciated.

kickstarter.com/projects/statuesque/cloth-trows","Unsuccessfully trying to avoid looking at Kickstarter (it's passed the funding goal - thanks all!) by painting some cloth trows.

They're denim, I guess.

kickstarter.com/projects/statuesque/cloth-trows"
07c356ded676bd2a,"In one case, a test driver reported that the car “suddenly backed up” while parking itself and “whipped the steering wheel,” catching his left hand and bending it “to the point he heard a crack in his wrist.” The employee spent more than two months away from work as a result.","New investigation from me: Waymo and Zoox test drivers were injured dozens of times across 2024/2025 as a result of harsh braking -- often for no apparent reason -- or erratic movement by the autonomous vehicles.

More on @techcrunch.com but a short thread below.

techcrunch.com/2026/08/27/s..."
b7fa8b3f3e827ae2,"〈「クラスメイトを盗撮したら500円」〉子どもを性加害者にする“大人の誘惑”…お小遣い稼ぎからハマる「デジタル性暴力」の引力 |
shueisha.online/articles/-/2...

斉藤　意図せぬ形で盗撮や児童ポルノ、性的ディープフェイクの消費者になってしまうわけですね。

永守　この構図は、Xだけでみられるわけではありません。たとえば、オンラインゲームの情報交換で頻繁に使われるトークアプリ「Discord」においても同様です。子どもが「ゲームの裏技を知りたい」と思って入ったDiscord内のコミュニティで、性的なコンテンツを扱うサイトへのリンクが貼られていたりするんです。","〈「クラスメイトを盗撮したら500円」〉子どもを性加害者にする“大人の誘惑”…お小遣い稼ぎからハマる「デジタル性暴力」の引力 | 2026.08.26
shueisha.online/articles/-/2...

""卒業アルバムや学校行事、SNSに投稿された何気ない写真から、AIで偽の性的画像を作る「性的ディープフェイク」が中高生、さらには小学生にまで広がっている。（中略）
ステルス性暴力”の実態と、消すことのできない「デジタルタトゥー」が子どもたちに残す深刻な傷とは。性加害者の治療に携わる斉藤章佳氏と、ネットパトロールボランティア団体「ひいらぎネット」代表の永守すみれ氏が語った"""
4b1c4a3a6cd12275,"A federal judge blocked Trump's mail ballot rule twice. Both blocks are gone. Within 48 hours.

Ballots start mailing in 9 days. Congress is what's left.

EMERGENCY LETTER: tinyurl.com/3f3m728j","🚨 9 DAYS 🚨

That's how long until the first mail ballots go out under a rule a federal judge said was written ILLEGALLY.

Nine days. Thirty seconds. Do it now.

👉 tinyurl.com/3f3m728j"
676065ef06a2a060,Border Patrol took a deployed Navy sailor's father at a traffic stop in Key West. Three days later they let him go. Homeland Security still won't say why they did either one.,"A federal appeals judge summed up the Trump regime's entire legal defense in one sentence: ""the President made us do this."" Tuesday. Page eight of the ruling.

www.dworkinsubstack.com/p/trump-came..."
3be26f63284ddb54,"For nearly a month, the key force standing in the way of Trump’s border wall project in southeast Arizona has been a person sitting in a 200-year-old tree... And a growing encampment below... latest @theintercept.com theintercept.com/2026/08/27/t...","A single tree sit harnessed a cross-border movement to defend the Arizona borderland ecology. So far, the activists are blocking Trump’s wall. @theintercept.com theintercept.com/2026/08/27/t..."
f4087b097869875b,"nationalsustainabilitynews.co.uk/Scientists-c... 
Few scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

You can write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this CCS proposal here 👉 docs.google.com/document/d/1...

Please do it now!","nationalsustainabilitynews.co.uk/Scientists-c... 
Only minority of scientists want Rosebank consented with/without CCS.  See why this doesn't add up 🧵below

Pls write to your MP & Miatta Fahnbulleh asking her to reject Rosebank and this carbon storage obligation proposal
@georgemonbiot.bsky.social"
f6ab372d484347df,"Meet the creative team behind our Curupira story!

@iamrodrigo.bsky.social, @rolinmari.bsky.social and @aileencudmore.bsky.social are teaming up to tell a story of one of Brazil's cryptids in Bump in the Night.

Back the book here: zoop.gg/c/bumpinthen...","We have to be loud about this for the foreseeable, because social media doesn't always like crowdfunding.

Bump in the Night is our eco-horror cryptid anthology, and it needs your help getting funded!

zoop.gg/c/bumpinthen...

We're 6 backers away from 50!"
de77f050895493a3,"O ministro bolsonarista André Mendonça reclamou do salário que recebe no STF. 
A vida está muito difícil para o André Mendonça🤡.
revistaforum.com.br/brasil/andre...

Além do salário do STF, André Mendonça fatura milhões em dinheiro público com o seu Instituto Iter. 👇🏾

""Ô, coitado!""😜
1/2⤵️","Com salário de quase R$ 60 mil, André Mendonça reclama: “condição média” de vida.
O bolsonarista de toga classificou remuneração da Corte como de ""classe b""; dados oficiais mostram que ele recebeu mais de R$ 182mil líquidos nos primeiros 7 meses do ano.
📰 revistaforum.com.br/brasil/andre...

Sheila🎥"
f4624eaee6ddaaac,"New KFF polling shows LGBTQ+ adults face greater challenges in accessing & affording health care compared to their non-LGBTQ+ peers.

Cost challenges are especially high for trans adults and LGBTQ+ adults who are younger, those with lower incomes & those without insurance: https://on.kff.org/4y0pRuZ","4 in 10 LGBTQ+ adults — including 6 in 10 trans adults — say that their insurer delayed or denied needed care in the past two years. That compares to 1 in 4 non-LGBTQ+ adults. 
 
Our new poll has the details: https://on.kff.org/4y0pRuZ"
320dc0d615cc1c3a,"«Lo que ha logrado la mujer saharaui hasta hoy es un motivo de celebración, a pesar de que seguimos teniendo muchos desafíos», explica la bioquímica Abida Mohamed Buzeid.

✍️ Un reportaje de @patriciasimon.bsky.social
","La supresión de las ayudas de la agencia estadounidense USAID y los recortes en las ayudas a la cooperación de Europa han agravado la crisis humanitaria que sufre el pueblo saharaui exiliado desde hace medio siglo. 
Por @patriciasimon.bsky.social
"
52e8d756b18a46c9,"""To be Extremely Online is to believe that social media is showing you the entirety of the real world—or the only bits of the real world that matter… It is not merely about hanging out somewhere, but acting a certain way, developing a habitus of internet bullshit.""","""'Extremely Online' is one of those terms that oozes 'know it when you see it' ineffability… Not everyone who uses social media, much less the Internet writ large, is Extremely Online, and not all of us who struggle with Onlineness do so in the same way."" www.liberalcurrents.com/extremely-on..."
1fad5d5e604ddcb3,"For the Sickos: we did probit results for a general audience.
Chart: what makes it better/worse

Behold:
rooseveltinstitute.org/publications...","Great charts throughout, but this is the bottom line and, imo, speaks to a huge hidden piece of the motherhood penalty

rooseveltinstitute.org/publications..."
